id_cp_interaction	CellType_a	CellType_b	gene_a	gene_b	expValues_a	expValues_b	pValue	mean	significant_mean	annotation_strategy	interacting_pair	Ligand	Receptor	top50的significant_mean的编号
CPI-SS02ACCF1F7	Proliferating T	DC-like Monocytes	MIF	TNFRSF14	2.831	0.599	0	1.715	1.715	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	CD1C+CLEC10A+IL1Blow DC	MIF	TNFRSF14	2.831	0.565	0	1.698	1.698	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Treg	MIF	TNFRSF14	2.831	0.548	0	1.69	1.69	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	FCN1+VCAN+IL1Bhigh Monocytes	MIF	TNFRSF14	2.831	0.478	0	1.655	1.655	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Th2	MIF	TNFRSF14	2.831	0.466	0	1.649	1.649	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	CD163+CD16A+CCL18+ Monocytes	MIF	TNFRSF14	2.831	0.459	0	1.645	1.645	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	CD1C+CLEC10A+IL1Bhigh DC	MIF	TNFRSF14	2.831	0.458	0	1.645	1.645	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS018AC8F36	Proliferating T	Fibroblast 1	FTH1	SCARA5	2.972	0.278	0	1.625	1.625	curated	FTH1_SCARA5	FTH1	SCARA5	6
CPI-SS00577086D	Proliferating T	Fibroblast 0	FTL	SCARA5	2.781	0.463	0	1.622	1.622	curated	FTL_SCARA5	FTL	SCARA5	8
CPI-SS02ACCF1F7	Proliferating T	Langerhans cells	MIF	TNFRSF14	2.831	0.374	0	1.603	1.603	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Effector CD8 T	MIF	TNFRSF14	2.831	0.371	0	1.601	1.601	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Memory CD4 T	MIF	TNFRSF14	2.831	0.344	0	1.588	1.588	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS0822AEF5F	Proliferating T	CD163+CD16A+CCL18+ Monocytes	PTPRC	MRC1	1.553	1.621	0	1.587	1.587	curated	PTPRC_MRC1	PTPRC	MRC1	9
CPI-SS018AC8F36	Proliferating T	Fibroblast 6	FTH1	SCARA5	2.972	0.182	0	1.577	1.577	curated	FTH1_SCARA5	FTH1	SCARA5	6
CPI-SS02ACCF1F7	Proliferating T	APOE+CD9+ Monocytes	MIF	TNFRSF14	2.831	0.271	0	1.551	1.551	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Proliferating T	MIF	TNFRSF14	2.831	0.262	0	1.547	1.547	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	pDC and Mast	MIF	TNFRSF14	2.831	0.251	0	1.541	1.541	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS034D36D2F	Proliferating T	Fibroblast 0	HLA-C	FAM3C	2.536	0.541	0	1.539	1.539	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	Fibroblast 1	HLA-C	FAM3C	2.536	0.541	0	1.539	1.539	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS014C07723	Proliferating T	Keratinocyte 7	TYROBP	CD44	0.859	2.219	0	1.539	1.539	curated	TYROBP_CD44	TYROBP	CD44	11
CPI-SS02ACCF1F7	Proliferating T	Fibroblast 0	MIF	TNFRSF14	2.831	0.245	0	1.538	1.538	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Fibroblast 1	MIF	TNFRSF14	2.831	0.244	0	1.538	1.538	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS00577086D	Proliferating T	Fibroblast 1	FTL	SCARA5	2.781	0.278	0	1.53	1.53	curated	FTL_SCARA5	FTL	SCARA5	8
CPI-SS02ACCF1F7	Proliferating T	NK and gdT	MIF	TNFRSF14	2.831	0.214	0	1.523	1.523	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS052C9BB74	Proliferating T	FCN1+VCAN+IL1Bhigh Monocytes	NR3C1	CXCL8	0.423	2.607	0	1.515	1.515	I2D,InnateDB	NR3C1_CXCL8	NR3C1	CXCL8	5
CPI-SS02ACCF1F7	Proliferating T	Fibroblast 6	MIF	TNFRSF14	2.831	0.195	0	1.513	1.513	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Keratinocyte 1	MIF	TNFRSF14	2.831	0.175	0	1.503	1.503	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Keratinocyte CCL2+ Cluster3	MIF	TNFRSF14	2.831	0.171	0	1.501	1.501	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS059EEFDC6	Proliferating T	FCN1+VCAN+IL1Bhigh Monocytes	MIF	TNFRSF10D	2.831	0.152	0	1.492	1.492	I2D,IntAct	MIF_TNFRSF10D	MIF	TNFRSF10D	12
CPI-SS059EEFDC6	Proliferating T	DC-like Monocytes	MIF	TNFRSF10D	2.831	0.148	0	1.49	1.49	I2D,IntAct	MIF_TNFRSF10D	MIF	TNFRSF10D	12
CPI-SS02ACCF1F7	Proliferating T	Keratinocyte 5	MIF	TNFRSF14	2.831	0.139	0	1.485	1.485	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Keratinocyte 6	MIF	TNFRSF14	2.831	0.139	0	1.485	1.485	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS00577086D	Proliferating T	Fibroblast 6	FTL	SCARA5	2.781	0.182	0	1.482	1.482	curated	FTL_SCARA5	FTL	SCARA5	8
CPI-SS059EEFDC6	Proliferating T	CD1C+CLEC10A+IL1Bhigh DC	MIF	TNFRSF10D	2.831	0.123	0	1.477	1.477	I2D,IntAct	MIF_TNFRSF10D	MIF	TNFRSF10D	12
CPI-SS02ACCF1F7	Proliferating T	Keratinocyte 7	MIF	TNFRSF14	2.831	0.12	0	1.476	1.476	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS059EEFDC6	Proliferating T	CD1C+CLEC10A+IL1Blow DC	MIF	TNFRSF10D	2.831	0.115	0	1.473	1.473	I2D,IntAct	MIF_TNFRSF10D	MIF	TNFRSF10D	12
CPI-SS02ACCF1F7	Proliferating T	Keratinocyte 0	MIF	TNFRSF14	2.831	0.106	0	1.469	1.469	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS059EEFDC6	Proliferating T	CD163+CD16A+CCL18+ Monocytes	MIF	TNFRSF10D	2.831	0.104	0	1.468	1.468	I2D,IntAct	MIF_TNFRSF10D	MIF	TNFRSF10D	12
CPI-SS028784FC6	Proliferating T	Effector CD8 T	HLA-DPA1	TNFSF9	2.055	0.876	0	1.466	1.466	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	13
CPI-SS02ACCF1F7	Proliferating T	Keratinocyte CCL2- Cluster3	MIF	TNFRSF14	2.831	0.088	0	1.46	1.46	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS02ACCF1F7	Proliferating T	Keratinocyte 2	MIF	TNFRSF14	2.831	0.08	0	1.456	1.456	I2D,IntAct	MIF_TNFRSF14	MIF	TNFRSF14	7
CPI-SS034D36D2F	Proliferating T	Fibroblast 6	HLA-C	FAM3C	2.536	0.351	0	1.444	1.444	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS059EEFDC6	Proliferating T	APOE+CD9+ Monocytes	MIF	TNFRSF10D	2.831	0.051	0	1.441	1.441	I2D,IntAct	MIF_TNFRSF10D	MIF	TNFRSF10D	12
CPI-SS0D4C221B8	Proliferating T	NK and gdT	ICAM1	AREG	0.391	2.387	0	1.389	1.389	InnateDB-All	ICAM1_AREG	ICAM1	AREG	14
CPI-SS0822AEF5F	Proliferating T	DC-like Monocytes	PTPRC	MRC1	1.553	1.221	0	1.387	1.387	curated	PTPRC_MRC1	PTPRC	MRC1	9
CPI-SS034D36D2F	Proliferating T	Keratinocyte 2	HLA-C	FAM3C	2.536	0.221	0	1.379	1.379	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	Keratinocyte 6	HLA-C	FAM3C	2.536	0.198	0	1.367	1.367	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	NK and gdT	HLA-C	FAM3C	2.536	0.198	0	1.367	1.367	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	APOE+CD9+ Monocytes	HLA-C	FAM3C	2.536	0.16	0	1.348	1.348	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	Keratinocyte 5	HLA-C	FAM3C	2.536	0.155	0	1.346	1.346	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	Keratinocyte 7	HLA-C	FAM3C	2.536	0.149	0	1.342	1.342	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	Keratinocyte CCL2+ Cluster3	HLA-C	FAM3C	2.536	0.145	0	1.341	1.341	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	Keratinocyte CCL2- Cluster3	HLA-C	FAM3C	2.536	0.141	0	1.339	1.339	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	Langerhans cells	HLA-C	FAM3C	2.536	0.141	0	1.339	1.339	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	Keratinocyte 0	HLA-C	FAM3C	2.536	0.137	0	1.337	1.337	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS014C07723	Proliferating T	FCN1+VCAN+IL1Bhigh Monocytes	TYROBP	CD44	0.859	1.814	0	1.336	1.336	curated	TYROBP_CD44	TYROBP	CD44	11
CPI-SS034D36D2F	Proliferating T	Keratinocyte 1	HLA-C	FAM3C	2.536	0.13	0	1.333	1.333	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	pDC and Mast	HLA-C	FAM3C	2.536	0.119	0	1.328	1.328	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS014C07723	Proliferating T	Keratinocyte 5	TYROBP	CD44	0.859	1.778	0	1.319	1.319	curated	TYROBP_CD44	TYROBP	CD44	11
CPI-SS0EF0750A7	Proliferating T	Fibroblast 0	HLA-DRB1	OGN	2.458	0.175	0	1.316	1.316	InnateDB-All	HLA-DRB1_OGN	HLA-DRB1	OGN	15
CPI-SS034D36D2F	Proliferating T	Proliferating T	HLA-C	FAM3C	2.536	0.097	0	1.316	1.316	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	Th2	HLA-C	FAM3C	2.536	0.088	0	1.312	1.312	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS034D36D2F	Proliferating T	CD1C+CLEC10A+IL1Bhigh DC	HLA-C	FAM3C	2.536	0.085	0	1.311	1.311	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS0822AEF5F	Proliferating T	FCN1+VCAN+IL1Bhigh Monocytes	PTPRC	MRC1	1.553	1.055	0	1.304	1.304	curated	PTPRC_MRC1	PTPRC	MRC1	9
CPI-SS0EF0750A7	Proliferating T	Fibroblast 6	HLA-DRB1	OGN	2.458	0.149	0	1.304	1.304	InnateDB-All	HLA-DRB1_OGN	HLA-DRB1	OGN	15
CPI-SS034D36D2F	Proliferating T	CD1C+CLEC10A+IL1Blow DC	HLA-C	FAM3C	2.536	0.059	0	1.298	1.298	InnateDB-All	HLA-C_FAM3C	HLA-C	FAM3C	10
CPI-SS076BC3BA6	Proliferating T	FCN1+VCAN+IL1Bhigh Monocytes	HLA-DPB1	NRG1	1.915	0.659	0	1.287	1.287	InnateDB-All	HLA-DPB1_NRG1	HLA-DPB1	NRG1	16
CPI-SS0703338F5	Proliferating T	Keratinocyte 7	LGALS9	CD44	0.356	2.219	0	1.287	1.287	InnateDB	LGALS9_CD44	LGALS9	CD44	17
CPI-SS014C07723	Proliferating T	Th2	TYROBP	CD44	0.859	1.712	0	1.285	1.285	curated	TYROBP_CD44	TYROBP	CD44	11
CPI-SS0822AEF5F	Proliferating T	CD1C+CLEC10A+IL1Bhigh DC	PTPRC	MRC1	1.553	0.947	0	1.25	1.25	curated	PTPRC_MRC1	PTPRC	MRC1	9
CPI-SS02AB0C3E0	Proliferating T	Keratinocyte 7	SPP1	CD44	0.273	2.219	0	1.246	1.246	I2D,IMEx,InnateDB-All,IntAct	SPP1_CD44	SPP1	CD44	18
